candidate_id,rank,name,score,match_percentage,experience,reason_codes,reasoning
CAND_0000020,21,Aditya Iyengar,0.075227,7.52,6.3 years,Profile-to-JD relevance: 1.8%,1.8% profile-to-job-description relevance
CAND_0000011,22,Deepak Desai,0.073846,7.38,2.0 years,Profile-to-JD relevance: 0.5%,0.5% profile-to-job-description relevance
CAND_0000007,23,Vihaan Bose,0.071192,7.12,5.5 years,Profile-to-JD relevance: 1.1%,1.1% profile-to-job-description relevance
CAND_0000030,24,Ritu Pillai,0.067646,6.76,10.0 years,Profile-to-JD relevance: 2.5%; JD-matched skills: gRPC,2.5% profile-to-job-description relevance; matched skills: gRPC
CAND_0000049,25,Tanya Chowdary,0.066962,6.7,11.8 years,Profile-to-JD relevance: 4.6%; JD-matched skills: Data Pipelines,4.6% profile-to-job-description relevance; matched skills: Data Pipelines
CAND_0000023,26,Kavya Nair,0.064459,6.45,3.7 years,Profile-to-JD relevance: 0.8%; JD-matched skills: Marketing,0.8% profile-to-job-description relevance; matched skills: Marketing
CAND_0000039,27,Sai Saxena,0.061571,6.16,3.9 years,Profile-to-JD relevance: 1.5%,1.5% profile-to-job-description relevance
CAND_0000013,28,Pari Nair,0.061117,6.11,1.1 years,Profile-to-JD relevance: 4.6%; JD-matched skills: Data Pipelines,4.6% profile-to-job-description relevance; matched skills: Data Pipelines
CAND_0000002,29,Saanvi Sethi,0.057914,5.79,12.5 years,"Profile-to-JD relevance: 4.6%; JD-matched skills: Marketing, Feature Engineering","4.6% profile-to-job-description relevance; matched skills: Marketing, Feature Engineering"
CAND_0000041,30,Anjali Khanna,0.054746,5.47,13.7 years,Profile-to-JD relevance: 2.9%,2.9% profile-to-job-description relevance
CAND_0000034,31,Yash Chatterjee,0.050925,5.09,14.5 years,Profile-to-JD relevance: 5.2%,5.2% profile-to-job-description relevance
CAND_0000045,32,Vikram Mittal,0.046418,4.64,12.2 years,Profile-to-JD relevance: 1.5%,1.5% profile-to-job-description relevance
CAND_0000012,33,Anjali Krishnan,0.043064,4.31,1.1 years,Profile-to-JD relevance: 2.7%; JD-matched skills: gRPC,2.7% profile-to-job-description relevance; matched skills: gRPC
CAND_0000040,34,Dev Vora,0.032819,3.28,1.6 years,Profile-to-JD relevance: 0.7%,0.7% profile-to-job-description relevance
CAND_0000017,35,Anil Pandey,0.025393,2.54,12.3 years,Profile-to-JD relevance: 1.0%,1.0% profile-to-job-description relevance
CAND_0000019,36,Myra Mishra,0.002276,0.23,6.5 years,Profile-to-JD relevance: 5.2%; JD-matched skills: gRPC; CV/Speech profile without NLP/IR signal,5.2% profile-to-job-description relevance; matched skills: gRPC; ranking reduced by profile integrity or eligibility signals
CAND_0000042,37,Riya Mukherjee,0.002047,0.2,5.0 years,"Profile-to-JD relevance: 4.7%; JD-matched skills: gRPC, Marketing; CV/Speech profile without NLP/IR signal","4.7% profile-to-job-description relevance; matched skills: gRPC, Marketing; ranking reduced by profile integrity or eligibility signals"
CAND_0000009,38,Amit Shah,0.002039,0.2,11.0 years,Profile-to-JD relevance: 4.9%; JD-matched skills: gRPC; CV/Speech profile without NLP/IR signal,4.9% profile-to-job-description relevance; matched skills: gRPC; ranking reduced by profile integrity or eligibility signals
CAND_0000028,39,Rohan Krishnan,0.001878,0.19,1.1 years,Profile-to-JD relevance: 4.6%; JD-matched skills: Data Pipelines; Consulting-only career history; CV/Speech profile without NLP/IR signal,4.6% profile-to-job-description relevance; matched skills: Data Pipelines; ranking reduced by profile integrity or eligibility signals
CAND_0000037,40,Ved Sen,0.001873,0.19,14.3 years,Profile-to-JD relevance: 4.5%; CV/Speech profile without NLP/IR signal,4.5% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000003,41,Yash Agarwal,0.001806,0.18,1.1 years,Profile-to-JD relevance: 4.4%; JD-matched skills: SEO; Consulting-only career history,4.4% profile-to-job-description relevance; matched skills: SEO; ranking reduced by profile integrity or eligibility signals
CAND_0000004,42,Anil Bose,0.001558,0.16,3.8 years,Profile-to-JD relevance: 3.6%; CV/Speech profile without NLP/IR signal,3.6% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000005,43,Aisha Sethi,0.001482,0.15,11.0 years,Profile-to-JD relevance: 3.4%; CV/Speech profile without NLP/IR signal,3.4% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000018,44,Vivaan Reddy,0.001154,0.12,6.6 years,Profile-to-JD relevance: 2.3%; JD-matched skills: Data Pipelines; CV/Speech profile without NLP/IR signal,2.3% profile-to-job-description relevance; matched skills: Data Pipelines; ranking reduced by profile integrity or eligibility signals
CAND_0000024,45,Rajesh Arora,0.000897,0.09,7.5 years,Profile-to-JD relevance: 1.8%; Consulting-only career history,1.8% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000008,46,Shaurya Chatterjee,0.000833,0.08,3.6 years,Profile-to-JD relevance: 1.8%; Consulting-only career history,1.8% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000022,47,Shaurya Chatterjee,0.000715,0.07,1.1 years,Profile-to-JD relevance: 1.6%; CV/Speech profile without NLP/IR signal,1.6% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000027,48,Avni Pandey,0.000645,0.06,3.9 years,Profile-to-JD relevance: 1.1%; JD-matched skills: Marketing; Consulting-only career history,1.1% profile-to-job-description relevance; matched skills: Marketing; ranking reduced by profile integrity or eligibility signals
CAND_0000036,49,Ananya Bose,0.000561,0.06,11.3 years,Profile-to-JD relevance: 1.2%; CV/Speech profile without NLP/IR signal,1.2% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
CAND_0000047,50,Avni Bansal,0.000427,0.04,2.4 years,Profile-to-JD relevance: 0.9%; Consulting-only career history,0.9% profile-to-job-description relevance; ranking reduced by profile integrity or eligibility signals
