candidate_id,rank,name,score,match_percentage,experience,reason_codes,reasoning
CAND_0000074,11,Diya Bansal,0.240417,24.04,9.9 years,"Profile-to-JD relevance: 17.3%; JD-matched skills: Python, Machine Learning, NLP +7 more","17.3% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000069,12,Rahul Saxena,0.238855,23.89,9.1 years,"Profile-to-JD relevance: 17.0%; JD-matched skills: Python, Machine Learning, NLP +5 more","17.0% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000065,13,Kabir Nair,0.220078,22.01,1.3 years,"Profile-to-JD relevance: 16.5%; JD-matched skills: Python, Machine Learning, NLP +6 more","16.5% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000077,14,Riya Kapoor,0.219938,21.99,5.7 years,"Profile-to-JD relevance: 11.1%; JD-matched skills: Python, Machine Learning, NLP +6 more","11.1% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000071,15,Samar Malhotra,0.219169,21.92,2.5 years,"Profile-to-JD relevance: 17.1%; JD-matched skills: Python, Machine Learning, NLP +5 more","17.1% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000066,16,Rohan Das,0.218987,21.9,2.1 years,"Profile-to-JD relevance: 16.5%; JD-matched skills: Python, Machine Learning, NLP +5 more","16.5% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000040,17,Tanya Iyer,0.204348,20.43,6.1 years,"Profile-to-JD relevance: 6.9%; JD-matched skills: Python, Pandas, NumPy +5 more","6.9% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000080,18,Tanya Iyer,0.202281,20.23,4.5 years,"Profile-to-JD relevance: 11.5%; JD-matched skills: Python, Machine Learning, NLP +6 more","11.5% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000027,19,Ishaan Patel,0.199504,19.95,7.0 years,"Profile-to-JD relevance: 5.8%; JD-matched skills: Python, Pandas, NumPy +5 more","5.8% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000039,20,Aisha Joshi,0.199196,19.92,8.0 years,"Profile-to-JD relevance: 6.9%; JD-matched skills: Python, Pandas, NumPy +5 more","6.9% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000037,21,Riya Kapoor,0.197592,19.76,8.6 years,"Profile-to-JD relevance: 6.9%; JD-matched skills: Python, Pandas, NumPy +5 more","6.9% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000036,22,Meera Mehta,0.193323,19.33,8.6 years,"Profile-to-JD relevance: 5.7%; JD-matched skills: Python, Pandas, NumPy +5 more","5.7% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000038,23,Kavya Shah,0.190922,19.09,9.2 years,"Profile-to-JD relevance: 6.9%; JD-matched skills: Python, Pandas, NumPy +5 more","6.9% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000025,24,Kabir Nair,0.188123,18.81,6.7 years,"Profile-to-JD relevance: 5.5%; JD-matched skills: Python, Pandas, NumPy +4 more","5.5% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000023,25,Aditya Chopra,0.186749,18.67,5.3 years,"Profile-to-JD relevance: 5.9%; JD-matched skills: Python, Pandas, NumPy +5 more","5.9% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000021,26,Aarav Sharma,0.186469,18.65,7.4 years,"Profile-to-JD relevance: 5.6%; JD-matched skills: Python, Pandas, NumPy +4 more","5.6% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000030,27,Nikhil Gupta,0.184402,18.44,5.4 years,"Profile-to-JD relevance: 5.8%; JD-matched skills: Python, Pandas, NumPy +4 more","5.8% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000035,28,Ira Kulkarni,0.182069,18.21,4.0 years,"Profile-to-JD relevance: 5.7%; JD-matched skills: Python, Pandas, NumPy +5 more","5.7% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000029,29,Rahul Saxena,0.181894,18.19,5.6 years,"Profile-to-JD relevance: 5.5%; JD-matched skills: Python, Pandas, NumPy +4 more","5.5% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000022,30,Vivaan Rao,0.180632,18.06,9.6 years,"Profile-to-JD relevance: 5.9%; JD-matched skills: Python, Pandas, NumPy +5 more","5.9% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000024,31,Arjun Verma,0.176787,17.68,9.7 years,"Profile-to-JD relevance: 5.6%; JD-matched skills: Python, Pandas, NumPy +5 more","5.6% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000026,32,Rohan Das,0.176062,17.61,10.2 years,"Profile-to-JD relevance: 5.7%; JD-matched skills: Python, Pandas, NumPy +5 more","5.7% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000032,33,Dev Mishra,0.166794,16.68,9.9 years,"Profile-to-JD relevance: 5.7%; JD-matched skills: Python, Pandas, NumPy +4 more","5.7% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000034,34,Diya Bansal,0.166267,16.63,4.4 years,"Profile-to-JD relevance: 5.6%; JD-matched skills: Python, Pandas, NumPy +4 more","5.6% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000028,35,Karan Khan,0.161223,16.12,4.3 years,"Profile-to-JD relevance: 5.4%; JD-matched skills: Python, Pandas, NumPy +4 more","5.4% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000078,36,Kavya Shah,0.159201,15.92,1.8 years,"Profile-to-JD relevance: 11.0%; JD-matched skills: Python, Machine Learning, NLP +6 more","11.0% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas"
CAND_0000033,37,Ananya Singh,0.158553,15.86,1.4 years,"Profile-to-JD relevance: 6.1%; JD-matched skills: Python, Pandas, NumPy +5 more","6.1% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000031,38,Samar Malhotra,0.158243,15.82,3.4 years,"Profile-to-JD relevance: 5.4%; JD-matched skills: Python, Pandas, NumPy +4 more","5.4% profile-to-job-description relevance; matched skills: Python, Pandas, NumPy, Scikit-learn, SQL"
CAND_0000001,39,Aarav Sharma,0.12613,12.61,7.1 years,"Profile-to-JD relevance: 3.0%; JD-matched skills: Docker, AWS","3.0% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000012,40,Dev Mishra,0.122947,12.29,7.2 years,"Profile-to-JD relevance: 2.4%; JD-matched skills: Docker, AWS","2.4% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000016,41,Meera Mehta,0.117821,11.78,7.2 years,Profile-to-JD relevance: 2.2%; JD-matched skills: Docker,2.2% profile-to-job-description relevance; matched skills: Docker
CAND_0000017,42,Riya Kapoor,0.112101,11.21,7.3 years,"Profile-to-JD relevance: 2.4%; JD-matched skills: Docker, AWS","2.4% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000002,43,Vivaan Rao,0.102454,10.25,9.0 years,Profile-to-JD relevance: 2.5%; JD-matched skills: Docker,2.5% profile-to-job-description relevance; matched skills: Docker
CAND_0000093,44,Ananya Singh,0.102402,10.24,6.7 years,Profile-to-JD relevance: 1.8%; JD-matched skills: Git,1.8% profile-to-job-description relevance; matched skills: Git
CAND_0000056,45,Meera Mehta,0.10165,10.17,7.2 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000095,46,Ira Kulkarni,0.101152,10.12,6.2 years,Profile-to-JD relevance: 1.9%; JD-matched skills: Git,1.9% profile-to-job-description relevance; matched skills: Git
CAND_0000005,47,Kabir Nair,0.100293,10.03,9.8 years,"Profile-to-JD relevance: 2.5%; JD-matched skills: Docker, AWS","2.5% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000013,48,Ananya Singh,0.099355,9.94,9.4 years,Profile-to-JD relevance: 2.3%; JD-matched skills: Docker,2.3% profile-to-job-description relevance; matched skills: Docker
CAND_0000019,49,Aisha Joshi,0.099168,9.92,4.7 years,Profile-to-JD relevance: 2.2%; JD-matched skills: Docker,2.2% profile-to-job-description relevance; matched skills: Docker
CAND_0000015,50,Ira Kulkarni,0.09864,9.86,4.5 years,Profile-to-JD relevance: 2.2%; JD-matched skills: Docker,2.2% profile-to-job-description relevance; matched skills: Docker
CAND_0000045,51,Kabir Nair,0.098207,9.82,7.6 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000047,52,Ishaan Patel,0.098129,9.81,8.4 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000091,53,Samar Malhotra,0.097091,9.71,6.7 years,Profile-to-JD relevance: 1.7%; JD-matched skills: Git,1.7% profile-to-job-description relevance; matched skills: Git
CAND_0000082,54,Vivaan Rao,0.096893,9.69,8.1 years,Profile-to-JD relevance: 1.7%; JD-matched skills: Git,1.7% profile-to-job-description relevance; matched skills: Git
CAND_0000081,55,Aarav Sharma,0.096601,9.66,8.4 years,Profile-to-JD relevance: 1.9%; JD-matched skills: Git,1.9% profile-to-job-description relevance; matched skills: Git
CAND_0000010,56,Nikhil Gupta,0.096463,9.65,9.8 years,"Profile-to-JD relevance: 2.5%; JD-matched skills: Docker, AWS","2.5% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000085,57,Kabir Nair,0.096219,9.62,7.7 years,Profile-to-JD relevance: 1.8%; JD-matched skills: Git,1.8% profile-to-job-description relevance; matched skills: Git
CAND_0000008,58,Karan Khan,0.096102,9.61,3.8 years,"Profile-to-JD relevance: 2.6%; JD-matched skills: Docker, AWS","2.6% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000087,59,Ishaan Patel,0.095494,9.55,8.0 years,Profile-to-JD relevance: 2.0%; JD-matched skills: Git,2.0% profile-to-job-description relevance; matched skills: Git
CAND_0000009,60,Rahul Saxena,0.095458,9.55,3.8 years,"Profile-to-JD relevance: 2.5%; JD-matched skills: Docker, AWS","2.5% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000086,61,Rohan Das,0.094886,9.49,5.1 years,Profile-to-JD relevance: 2.1%; JD-matched skills: Git,2.1% profile-to-job-description relevance; matched skills: Git
CAND_0000060,62,Tanya Iyer,0.093731,9.37,6.1 years,"Profile-to-JD relevance: 2.4%; JD-matched skills: Docker, Git, AWS","2.4% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000054,63,Diya Bansal,0.09367,9.37,8.3 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000083,64,Aditya Chopra,0.093494,9.35,7.9 years,Profile-to-JD relevance: 1.7%; JD-matched skills: Git,1.7% profile-to-job-description relevance; matched skills: Git
CAND_0000088,65,Karan Khan,0.093084,9.31,8.9 years,Profile-to-JD relevance: 1.9%; JD-matched skills: Git,1.9% profile-to-job-description relevance; matched skills: Git
CAND_0000004,66,Arjun Verma,0.09266,9.27,3.8 years,"Profile-to-JD relevance: 2.5%; JD-matched skills: Docker, AWS","2.5% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000042,67,Vivaan Rao,0.092397,9.24,7.7 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000052,68,Dev Mishra,0.092047,9.2,5.0 years,"Profile-to-JD relevance: 2.0%; JD-matched skills: Docker, Git, AWS","2.0% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000053,69,Ananya Singh,0.090897,9.09,8.3 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000020,70,Tanya Iyer,0.090018,9.0,4.5 years,Profile-to-JD relevance: 2.1%; JD-matched skills: Docker,2.1% profile-to-job-description relevance; matched skills: Docker
CAND_0000044,71,Arjun Verma,0.088941,8.89,8.7 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000011,72,Samar Malhotra,0.088758,8.88,10.3 years,"Profile-to-JD relevance: 2.3%; JD-matched skills: Docker, AWS","2.3% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000097,73,Riya Kapoor,0.085907,8.59,4.0 years,Profile-to-JD relevance: 2.9%; JD-matched skills: Git,2.9% profile-to-job-description relevance; matched skills: Git
CAND_0000006,74,Rohan Das,0.084724,8.47,2.9 years,"Profile-to-JD relevance: 2.3%; JD-matched skills: Docker, AWS","2.3% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000089,75,Rahul Saxena,0.083434,8.34,9.1 years,Profile-to-JD relevance: 2.1%; JD-matched skills: Git,2.1% profile-to-job-description relevance; matched skills: Git
CAND_0000007,76,Ishaan Patel,0.081361,8.14,3.2 years,"Profile-to-JD relevance: 2.5%; JD-matched skills: Docker, AWS","2.5% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000092,77,Dev Mishra,0.080949,8.09,9.1 years,Profile-to-JD relevance: 1.7%; JD-matched skills: Git,1.7% profile-to-job-description relevance; matched skills: Git
CAND_0000051,78,Samar Malhotra,0.080849,8.08,4.3 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000048,79,Karan Khan,0.08008,8.01,9.0 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000018,80,Kavya Shah,0.079772,7.98,10.2 years,"Profile-to-JD relevance: 2.3%; JD-matched skills: Docker, AWS","2.3% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000098,81,Kavya Shah,0.079483,7.95,3.5 years,Profile-to-JD relevance: 2.9%; JD-matched skills: Git,2.9% profile-to-job-description relevance; matched skills: Git
CAND_0000050,82,Nikhil Gupta,0.079455,7.95,9.4 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000043,83,Aditya Chopra,0.07935,7.94,9.6 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000096,84,Meera Mehta,0.078612,7.86,10.0 years,Profile-to-JD relevance: 1.9%; JD-matched skills: Git,1.9% profile-to-job-description relevance; matched skills: Git
CAND_0000014,85,Diya Bansal,0.077564,7.76,1.9 years,Profile-to-JD relevance: 2.4%; JD-matched skills: Docker,2.4% profile-to-job-description relevance; matched skills: Docker
CAND_0000046,86,Rohan Das,0.076883,7.69,9.5 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000059,87,Aisha Joshi,0.075357,7.54,10.0 years,"Profile-to-JD relevance: 2.3%; JD-matched skills: Docker, Git, AWS","2.3% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000041,88,Aarav Sharma,0.07477,7.48,9.5 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000003,89,Aditya Chopra,0.073719,7.37,2.0 years,"Profile-to-JD relevance: 2.8%; JD-matched skills: Docker, AWS","2.8% profile-to-job-description relevance; matched skills: Docker, AWS"
CAND_0000094,90,Diya Bansal,0.073301,7.33,3.7 years,Profile-to-JD relevance: 2.2%; JD-matched skills: Git,2.2% profile-to-job-description relevance; matched skills: Git
CAND_0000049,91,Rahul Saxena,0.071612,7.16,3.9 years,"Profile-to-JD relevance: 1.8%; JD-matched skills: Docker, Git, AWS","1.8% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000084,92,Arjun Verma,0.070019,7.0,4.3 years,Profile-to-JD relevance: 1.8%; JD-matched skills: Git,1.8% profile-to-job-description relevance; matched skills: Git
CAND_0000100,93,Tanya Iyer,0.065457,6.55,3.2 years,Profile-to-JD relevance: 2.6%; JD-matched skills: Git,2.6% profile-to-job-description relevance; matched skills: Git
CAND_0000058,94,Kavya Shah,0.064444,6.44,2.5 years,"Profile-to-JD relevance: 2.3%; JD-matched skills: Docker, Git, AWS","2.3% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000099,95,Aisha Joshi,0.064155,6.42,3.3 years,Profile-to-JD relevance: 2.6%; JD-matched skills: Git,2.6% profile-to-job-description relevance; matched skills: Git
CAND_0000090,96,Nikhil Gupta,0.051651,5.17,1.2 years,Profile-to-JD relevance: 2.1%; JD-matched skills: Git,2.1% profile-to-job-description relevance; matched skills: Git
CAND_0000055,97,Ira Kulkarni,0.04763,4.76,1.6 years,"Profile-to-JD relevance: 1.6%; JD-matched skills: Docker, Git, AWS","1.6% profile-to-job-description relevance; matched skills: Docker, Git, AWS"
CAND_0000070,98,Nikhil Gupta,0.006912,0.69,4.4 years,"Profile-to-JD relevance: 16.5%; JD-matched skills: Python, Machine Learning, NLP +7 more; Honeypot signal detected","16.5% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas; ranking reduced by profile integrity or eligibility signals"
CAND_0000079,99,Aisha Joshi,0.004787,0.48,9.6 years,"Profile-to-JD relevance: 11.3%; JD-matched skills: Python, Machine Learning, NLP +6 more; Honeypot signal detected","11.3% profile-to-job-description relevance; matched skills: Python, Machine Learning, NLP, Scikit-learn, Pandas; ranking reduced by profile integrity or eligibility signals"
CAND_0000057,100,Riya Kapoor,0.00116,0.12,6.5 years,"Profile-to-JD relevance: 2.4%; JD-matched skills: Docker, Git, AWS; Honeypot signal detected","2.4% profile-to-job-description relevance; matched skills: Docker, Git, AWS; ranking reduced by profile integrity or eligibility signals"
