candidate_id,rank,name,score,match_percentage,experience,reason_codes,reasoning
CAND_0000066,35,Rohan Das,0.135094,13.51,2.1 years,"Profile-to-JD relevance: 6.0%; JD-matched skills: Python, Machine Learning, Scikit-learn +3 more","6.0% profile-to-job-description relevance; matched skills: Python, Machine Learning, Scikit-learn, Pandas, Feature Engineering"
CAND_0000065,36,Kabir Nair,0.134606,13.46,1.3 years,"Profile-to-JD relevance: 5.8%; JD-matched skills: Python, Machine Learning, Scikit-learn +3 more","5.8% profile-to-job-description relevance; matched skills: Python, Machine Learning, Scikit-learn, Pandas, Feature Engineering"
CAND_0000071,37,Samar Malhotra,0.129585,12.96,2.5 years,"Profile-to-JD relevance: 5.9%; JD-matched skills: Python, Machine Learning, Scikit-learn +3 more","5.9% profile-to-job-description relevance; matched skills: Python, Machine Learning, Scikit-learn, Pandas, Feature Engineering"
CAND_0000078,38,Kavya Shah,0.110342,11.03,1.8 years,"Profile-to-JD relevance: 4.9%; JD-matched skills: Python, Machine Learning, Scikit-learn +3 more","4.9% profile-to-job-description relevance; matched skills: Python, Machine Learning, Scikit-learn, Pandas, Feature Engineering"
CAND_0000012,39,Dev Mishra,0.109531,10.95,7.2 years,Profile-to-JD relevance: 0.7%; JD-matched skills: AWS,0.7% profile-to-job-description relevance; matched skills: AWS
CAND_0000001,40,Aarav Sharma,0.10924,10.92,7.1 years,Profile-to-JD relevance: 0.9%; JD-matched skills: AWS,0.9% profile-to-job-description relevance; matched skills: AWS
CAND_0000016,41,Meera Mehta,0.104312,10.43,7.2 years,Profile-to-JD relevance: 0.5%,0.5% profile-to-job-description relevance
CAND_0000017,42,Riya Kapoor,0.099873,9.99,7.3 years,Profile-to-JD relevance: 0.9%; JD-matched skills: AWS,0.9% profile-to-job-description relevance; matched skills: AWS
CAND_0000056,43,Meera Mehta,0.097074,9.71,7.2 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000093,44,Ananya Singh,0.093839,9.38,6.7 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000047,45,Ishaan Patel,0.092583,9.26,8.4 years,"Profile-to-JD relevance: 1.1%; JD-matched skills: Git, AWS","1.1% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000045,46,Kabir Nair,0.092178,9.22,7.6 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000095,47,Ira Kulkarni,0.092082,9.21,6.2 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000091,48,Samar Malhotra,0.089018,8.9,6.7 years,Profile-to-JD relevance: 0.6%; JD-matched skills: Git,0.6% profile-to-job-description relevance; matched skills: Git
CAND_0000082,49,Vivaan Rao,0.088731,8.87,8.1 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000042,50,Vivaan Rao,0.087815,8.78,7.7 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000054,51,Diya Bansal,0.087609,8.76,8.3 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000019,52,Aisha Joshi,0.087553,8.76,4.7 years,Profile-to-JD relevance: 0.7%,0.7% profile-to-job-description relevance
CAND_0000002,53,Vivaan Rao,0.08698,8.7,9.0 years,Profile-to-JD relevance: 0.5%,0.5% profile-to-job-description relevance
CAND_0000081,54,Aarav Sharma,0.086674,8.67,8.4 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000085,55,Kabir Nair,0.086653,8.67,7.7 years,Profile-to-JD relevance: 0.6%; JD-matched skills: Git,0.6% profile-to-job-description relevance; matched skills: Git
CAND_0000005,56,Kabir Nair,0.085622,8.56,9.8 years,Profile-to-JD relevance: 0.7%; JD-matched skills: AWS,0.7% profile-to-job-description relevance; matched skills: AWS
CAND_0000013,57,Ananya Singh,0.085619,8.56,9.4 years,Profile-to-JD relevance: 0.6%,0.6% profile-to-job-description relevance
CAND_0000015,58,Ira Kulkarni,0.085365,8.54,4.5 years,Profile-to-JD relevance: 0.5%,0.5% profile-to-job-description relevance
CAND_0000060,59,Tanya Iyer,0.085176,8.52,6.1 years,"Profile-to-JD relevance: 1.3%; JD-matched skills: Git, AWS","1.3% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000083,60,Aditya Chopra,0.085066,8.51,7.9 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000087,61,Ishaan Patel,0.085053,8.51,8.0 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000052,62,Dev Mishra,0.085006,8.5,5.0 years,"Profile-to-JD relevance: 1.1%; JD-matched skills: Git, AWS","1.1% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000053,63,Ananya Singh,0.08493,8.49,8.3 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000086,64,Rohan Das,0.084324,8.43,5.1 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000044,65,Arjun Verma,0.08345,8.34,8.7 years,"Profile-to-JD relevance: 1.1%; JD-matched skills: Git, AWS","1.1% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000088,66,Karan Khan,0.083424,8.34,8.9 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000008,67,Karan Khan,0.081892,8.19,3.8 years,Profile-to-JD relevance: 0.8%; JD-matched skills: AWS,0.8% profile-to-job-description relevance; matched skills: AWS
CAND_0000009,68,Rahul Saxena,0.081777,8.18,3.8 years,Profile-to-JD relevance: 0.8%; JD-matched skills: AWS,0.8% profile-to-job-description relevance; matched skills: AWS
CAND_0000010,69,Nikhil Gupta,0.081734,8.17,9.8 years,Profile-to-JD relevance: 0.7%; JD-matched skills: AWS,0.7% profile-to-job-description relevance; matched skills: AWS
CAND_0000020,70,Tanya Iyer,0.078762,7.88,4.5 years,Profile-to-JD relevance: 0.7%,0.7% profile-to-job-description relevance
CAND_0000004,71,Arjun Verma,0.077994,7.8,3.8 years,Profile-to-JD relevance: 0.7%; JD-matched skills: AWS,0.7% profile-to-job-description relevance; matched skills: AWS
CAND_0000011,72,Samar Malhotra,0.075477,7.55,10.3 years,Profile-to-JD relevance: 0.7%; JD-matched skills: AWS,0.7% profile-to-job-description relevance; matched skills: AWS
CAND_0000048,73,Karan Khan,0.075446,7.54,9.0 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000051,74,Samar Malhotra,0.074817,7.48,4.3 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000050,75,Nikhil Gupta,0.074806,7.48,9.4 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000043,76,Aditya Chopra,0.073713,7.37,9.6 years,"Profile-to-JD relevance: 1.1%; JD-matched skills: Git, AWS","1.1% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000092,77,Dev Mishra,0.072648,7.26,9.1 years,Profile-to-JD relevance: 0.7%; JD-matched skills: Git,0.7% profile-to-job-description relevance; matched skills: Git
CAND_0000089,78,Rahul Saxena,0.072525,7.25,9.1 years,Profile-to-JD relevance: 0.8%; JD-matched skills: Git,0.8% profile-to-job-description relevance; matched skills: Git
CAND_0000046,79,Rohan Das,0.07228,7.23,9.5 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000006,80,Rohan Das,0.071486,7.15,2.9 years,Profile-to-JD relevance: 0.7%; JD-matched skills: AWS,0.7% profile-to-job-description relevance; matched skills: AWS
CAND_0000097,81,Riya Kapoor,0.070645,7.06,4.0 years,Profile-to-JD relevance: 1.0%; JD-matched skills: Git,1.0% profile-to-job-description relevance; matched skills: Git
CAND_0000041,82,Aarav Sharma,0.070096,7.01,9.5 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000096,83,Meera Mehta,0.069356,6.94,10.0 years,Profile-to-JD relevance: 0.8%; JD-matched skills: Git,0.8% profile-to-job-description relevance; matched skills: Git
CAND_0000018,84,Kavya Shah,0.068427,6.84,10.2 years,Profile-to-JD relevance: 0.8%; JD-matched skills: AWS,0.8% profile-to-job-description relevance; matched skills: AWS
CAND_0000007,85,Ishaan Patel,0.067221,6.72,3.2 years,Profile-to-JD relevance: 0.8%; JD-matched skills: AWS,0.8% profile-to-job-description relevance; matched skills: AWS
CAND_0000059,86,Aisha Joshi,0.067104,6.71,10.0 years,"Profile-to-JD relevance: 1.3%; JD-matched skills: Git, AWS","1.3% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000049,87,Rahul Saxena,0.065627,6.56,3.9 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000098,88,Kavya Shah,0.064421,6.44,3.5 years,Profile-to-JD relevance: 1.0%; JD-matched skills: Git,1.0% profile-to-job-description relevance; matched skills: Git
CAND_0000014,89,Diya Bansal,0.063297,6.33,1.9 years,Profile-to-JD relevance: 0.6%,0.6% profile-to-job-description relevance
CAND_0000094,90,Diya Bansal,0.062239,6.22,3.7 years,Profile-to-JD relevance: 0.8%; JD-matched skills: Git,0.8% profile-to-job-description relevance; matched skills: Git
CAND_0000084,91,Arjun Verma,0.060478,6.05,4.3 years,Profile-to-JD relevance: 0.6%; JD-matched skills: Git,0.6% profile-to-job-description relevance; matched skills: Git
CAND_0000003,92,Aditya Chopra,0.05875,5.88,2.0 years,Profile-to-JD relevance: 0.9%; JD-matched skills: AWS,0.9% profile-to-job-description relevance; matched skills: AWS
CAND_0000058,93,Kavya Shah,0.05624,5.62,2.5 years,"Profile-to-JD relevance: 1.3%; JD-matched skills: Git, AWS","1.3% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000100,94,Tanya Iyer,0.051318,5.13,3.2 years,Profile-to-JD relevance: 0.9%; JD-matched skills: Git,0.9% profile-to-job-description relevance; matched skills: Git
CAND_0000099,95,Aisha Joshi,0.050074,5.01,3.3 years,Profile-to-JD relevance: 0.9%; JD-matched skills: Git,0.9% profile-to-job-description relevance; matched skills: Git
CAND_0000055,96,Ira Kulkarni,0.042954,4.3,1.6 years,"Profile-to-JD relevance: 1.0%; JD-matched skills: Git, AWS","1.0% profile-to-job-description relevance; matched skills: Git, AWS"
CAND_0000090,97,Nikhil Gupta,0.04175,4.17,1.2 years,Profile-to-JD relevance: 0.8%; JD-matched skills: Git,0.8% profile-to-job-description relevance; matched skills: Git
CAND_0000070,98,Nikhil Gupta,0.002754,0.28,4.4 years,"Profile-to-JD relevance: 6.1%; JD-matched skills: Python, Machine Learning, Scikit-learn +4 more; Honeypot signal detected","6.1% profile-to-job-description relevance; matched skills: Python, Machine Learning, Scikit-learn, Pandas, Feature Engineering; ranking reduced by profile integrity or eligibility signals"
CAND_0000079,99,Aisha Joshi,0.00221,0.22,9.6 years,"Profile-to-JD relevance: 4.9%; JD-matched skills: Python, Machine Learning, Scikit-learn +3 more; Honeypot signal detected","4.9% profile-to-job-description relevance; matched skills: Python, Machine Learning, Scikit-learn, Pandas, Feature Engineering; ranking reduced by profile integrity or eligibility signals"
CAND_0000057,100,Riya Kapoor,0.000714,0.07,6.5 years,"Profile-to-JD relevance: 1.3%; JD-matched skills: Git, AWS; Honeypot signal detected","1.3% profile-to-job-description relevance; matched skills: Git, AWS; ranking reduced by profile integrity or eligibility signals"
